place,title,time,pay,date
강원 홍천군,  봉수아피자 춘천점대명비발디.소노펠리체 골프장(홍천)그늘집에서 근무할 직원구합니다.스크랩요약보기새창보기,시간협의,"시급8,720",04/04
충남 당진시,  봉수아피자 충남당진점피자집 아르바이트 모집(배달 아님)스크랩요약보기새창보기,18:00~23:00,"시급8,720",04/03
경기 안성시,  봉수아피자 안성1호점봉수아 피자 안성 1호점 알바 구합니다스크랩요약보기새창보기,18:00~22:00,"시급9,000",03/27
