place,title,time,pay,date
서울 전체,  크리스탈제이드[평일][서울]매일유업 외식브랜드 크리스탈제이드 홀 아르바이트 채용스크랩요약보기새창보기,12:00~21:00,"시급8,720",04/03
전북 전주시,  폴바셋 전주혁신도시점폴바셋 정규직 신입 바리스타 채용스크랩요약보기새창보기,06:30~23:00,"시급9,000",04/03
인천 중구,  폴바셋 파라다이스점정규 신입(트레이니)바리스타 모집 (교통비 별도 지급)스크랩요약보기새창보기,09:00~14:30,"시급9,000",04/02
서울 구로구,  폴바셋 고대구로병원점[폴바셋 고대구로병원점] 정규직 신입 바리스타 모집스크랩요약보기새창보기,06:00~21:30,"시급9,000",04/02
서울 종로구,  폴바셋 광화문점정규 신입(트레이니) 바리스타 모집스크랩요약보기새창보기,06:00~23:00,"시급9,000",04/02
서울 전체,  폴바셋 서초본점[폴 바셋 서초본점] 정규 신입 바리스타 모집스크랩요약보기새창보기,06:30~22:00,"시급9,000",04/02
서울 마포구,  폴바셋 MBC몰 파크점[폴 바셋 MBC몰 파크점] [정규직] 신입 바리스타 모집스크랩요약보기새창보기,07:00~23:00,"시급9,000",04/02
서울 강남구,  폴바셋 NC타워삼성점정규 신입(트레이니) 바리스타 모집스크랩요약보기새창보기,06:30~22:00,"시급9,000",04/01
서울 강동구,  폴바셋 상일동점정규 신입(트레이니) 바리스타 모집스크랩요약보기새창보기,06:30~22:00,"시급9,000",04/01
서울 전체,  폴바셋 롯데본점2호점폴바셋 롯데 본점2호점 정규직 신입 바리스타 모집 (백화점 근무자 우대)스크랩요약보기새창보기,09:00~21:00,"시급9,000",03/31
서울 관악구,  폴바셋 구로지스퀘어점[신규오픈매장] 정규직 신입(트레이니) 바리스타 모집스크랩요약보기새창보기,07:00~23:00,"시급9,000",03/30
